commentthreadid,forumpostid,forumuid,staffcandidate,staff,nonstaff,Sentiment,Confusion,Urgency,Opinion,Question,Answer,demandreview,createdat,staffcandidatepresence,countopinions,confusionaverage,confusionmedian,minconfusion,maxconfusion,urgencyaverage,urgencymedian,minurgency,maxurgency,sentimentaverage,sentimentmedian,minsentiment,maxsentiment,consensus,agregatedstatus,firstopinionid,firstopinionsimilarity,opinionproximity,Text,upcount,reads,CourseType,coursedisplayname,posttype,anonymous,anonymoustopeers,opinions,demandreviewreason,staffright,staffcount,opinionmode,iamright,total_posts,iagree_1,iagree_2,iagree_3,iagree_4,iagree_5,post_class,consensus_4,consensus_3,consensus_2
51b79a60f359c412000000c7,51d3a427bbdc2e0a0000004c,050AF8325C245EDC922ED2BDA93C84F0,FALSE,FALSE,FALSE,4,4,2,FALSE,FALSE,TRUE,TRUE,03/07/2013 04:10,FALSE,2,0.5714285714285714,4,0,4,2.9285714285714284,3,0,5,4.428571428571429,4,0,6,0.8248831549242244,NA,51b7eb0ff359c40e0000011f,0.8620117902755737,0.3562035115559896,Follow the link below to see a function you can copy and paste into your R console at the > prompt. Press enter to create the function. Type ls() and press enter to see if it's there.  Then type dot.plot(rnorm(100)) and press enter again to see a dot plot.http://www.stats.waikato.ac.nz/Courses/stat221a_03/r_files/dot.plot.rLooking at the code might help you learn R.  Hope that helps.,0,137,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51b7eb0ff359c40e0000011f=0.8620117902755737, 51b8c64f4983c00a0000006e=0.007799714803695679}",first opinion is not the first comment / more than one opinion,0,1,51b7eb0ff359c40e0000011f,1,7,0,0,0,0,0,0,1,1,1
51b79a60f359c412000000c7,51b990b54983c010000000db,423087C3AC2011004E642BA6FBA57AAA,FALSE,FALSE,TRUE,4.5,4,2.5,FALSE,FALSE,FALSE,TRUE,13/06/2013 09:28,FALSE,2,0.5714285714285714,4,0,4,2.9285714285714284,3,0,5,4.428571428571429,4,0,6,0.8248831549242244,NA,51b7eb0ff359c40e0000011f,0.7811994155248007,0.3562035115559896,It seems to be interesting.  I will try the R homeworks when i will finish with the lectures!,0,137,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51b7eb0ff359c40e0000011f=0.7811994155248007, 51b8c64f4983c00a0000006e=0.08967032531897226}",first opinion is not the first comment / more than one opinion,0,1,51b7eb0ff359c40e0000011f,1,7,0,0,0,0,0,0,1,1,1
51b79a60f359c412000000c7,51b907ef4983c00e000000a6,423087C3AC2011004E642BA6FBA57AAA,FALSE,FALSE,TRUE,6,4,1.5,FALSE,FALSE,FALSE,TRUE,12/06/2013 23:44,FALSE,2,0.5714285714285714,4,0,4,2.9285714285714284,3,0,5,4.428571428571429,4,0,6,0.8248831549242244,NA,51b7eb0ff359c40e0000011f,0.45011393229166663,0.3562035115559896,Kristen is amazing...Thank you!!,0,137,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51b7eb0ff359c40e0000011f=0.45011393229166663, 51b8c64f4983c00a0000006e=0.333575040102005}",first opinion is not the first comment / more than one opinion,0,1,51b7eb0ff359c40e0000011f,1,7,0,0,0,0,0,0,1,1,1
51b79a60f359c412000000c7,51b8c64f4983c00a0000006e,65A1D8A2220ABD82B005C4A06ED32213,FALSE,FALSE,TRUE,4,4,3,TRUE,FALSE,FALSE,TRUE,12/06/2013 19:04,FALSE,2,0.5714285714285714,4,0,4,2.9285714285714284,3,0,5,4.428571428571429,4,0,6,0.8248831549242244,0.05087962732428595,51b8c64f4983c00a0000006e,1,0.3562035115559896,The R deducer software seems to have quite a useful set of plots available,1,137,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51b7eb0ff359c40e0000011f=0.7992700338363647, 51b8c64f4983c00a0000006e=1.0}",first opinion is not the first comment / more than one opinion,0,1,51b7eb0ff359c40e0000011f,1,7,0,0,0,0,0,0,1,1,1
51b79a60f359c412000000c7,51b7eb0ff359c40e0000011f,5DC812268219A1754C34D367E342C0A8,FALSE,FALSE,FALSE,4,4,2.5,TRUE,FALSE,TRUE,TRUE,12/06/2013 03:29,FALSE,2,0.5714285714285714,4,0,4,2.9285714285714284,3,0,5,4.428571428571429,4,0,6,0.8248831549242244,0.7722750141507104,51b7eb0ff359c40e0000011f,1,0.3562035115559896,GeoGebra also has all kinds of plot functionality. It is free and online.,1,137,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51b7eb0ff359c40e0000011f=1.0, 51b8c64f4983c00a0000006e=0.007371455430984497}",first opinion is not the first comment / more than one opinion,0,1,51b7eb0ff359c40e0000011f,1,7,0,0,0,0,0,0,1,1,1
51b79a60f359c412000000c7,51b7d53ef359c41200000122,3CC1D7C4DFDB45A6636246BFED375DA3,FALSE,TRUE,FALSE,4.5,4,4,FALSE,FALSE,TRUE,TRUE,12/06/2013 01:56,FALSE,2,0.5714285714285714,4,0,4,2.9285714285714284,3,0,5,4.428571428571429,4,0,6,0.8248831549242244,NA,51b7eb0ff359c40e0000011f,0.7092998226483663,0.3562035115559896,Microsoft Excel and OpenOffice Calc both have dot plot functionality!Raj,1,137,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51b7eb0ff359c40e0000011f=0.7092998226483663, 51b8c64f4983c00a0000006e=0.08515281478563944}",first opinion is not the first comment / more than one opinion,0,1,51b7eb0ff359c40e0000011f,1,7,0,0,0,0,0,0,1,1,1
51b79a60f359c412000000c7,51b79a60f359c412000000c7,423087C3AC2011004E642BA6FBA57AAA,FALSE,FALSE,TRUE,4,4,5,FALSE,TRUE,FALSE,TRUE,11/06/2013 21:45,FALSE,2,0.5714285714285714,4,0,4,2.9285714285714284,3,0,5,4.428571428571429,4,0,6,0.8248831549242244,NA,51b7eb0ff359c40e0000011f,0.7768402099609375,0.3562035115559896,"Hello.Does anybody know a plugin, a software or anything for dotplots and plots in general?Thank you.",0,137,Medicine,Medicine/HRP258/Statistics_in_Medicine,CommentThread,FALSE,FALSE,"{51b7eb0ff359c40e0000011f=0.7768402099609375, 51b8c64f4983c00a0000006e=0.0071044862270355225}",first opinion is not the first comment / more than one opinion,0,1,51b7eb0ff359c40e0000011f,1,7,0,0,0,0,0,0,1,1,1
51b8d1b54983c01000000073,51c32873de47501600000030,E6171BCDFDFB626BC51B88CE52B8462D,FALSE,FALSE,FALSE,4.5,4,2.5,FALSE,FALSE,TRUE,TRUE,20/06/2013 16:06,FALSE,1,0.5892857142857143,4.25,0,4.5,3.9375,4,0,5.5,4,4,0,4.5,0.9178376187880837,NA,51b8e2c34983c00e00000091,0.20436400175094604,0.20436400175094604,"I had nearly the same problem. After trying different tips, I  suggest: work deducer as administrator and save your files in the administrator files and NOT on the desktop. It worked for me ! Hope that it  will work for you too.",0,144,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,{51b8e2c34983c00e00000091=0.20436400175094604},first opinion is not the first comment,0,1,51b8e2c34983c00e00000091,1,8,0,0,0,0,0,0,1,1,1
51b8d1b54983c01000000073,51beafe8bf600b1200000072,050AF8325C245EDC922ED2BDA93C84F0,FALSE,FALSE,FALSE,4,4.5,3,FALSE,FALSE,TRUE,TRUE,17/06/2013 06:42,FALSE,1,0.5892857142857143,4.25,0,4.5,3.9375,4,0,5.5,4,4,0,4.5,0.9178376187880837,NA,51b8e2c34983c00e00000091,0.10067066053549448,0.20436400175094604,I had the same problem.  I decided to just analyze them a few at a time instead of all at once.,0,144,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,{51b8e2c34983c00e00000091=0.10067066053549448},first opinion is not the first comment,0,1,51b8e2c34983c00e00000091,1,8,0,0,0,0,0,0,1,1,1
51b8d1b54983c01000000073,51b9d70d9ce05b1200000014,B0C4F161239DC9E88100335320438BA1,FALSE,FALSE,FALSE,4,4,5.5,FALSE,TRUE,FALSE,TRUE,13/06/2013 14:28,FALSE,1,0.5892857142857143,4.25,0,4.5,3.9375,4,0,5.5,4,4,0,4.5,0.9178376187880837,NA,51b8e2c34983c00e00000091,0.15569900969664255,0.20436400175094604,"Hi This is the first time I am using R and Deducer and trying to learn along.When I tried to do the 4th in R Exercise 1 Lab, choosing Extras -> Data Summary does not give me any results. I just get a popup saying 'This R process is taking some time. Would you like to cancel it?' even after reloading Deducer again. How do I solve this problem?",0,144,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,{51b8e2c34983c00e00000091=0.15569900969664255},first opinion is not the first comment,0,1,51b8e2c34983c00e00000091,1,8,0,0,0,0,0,0,1,1,1
51b8d1b54983c01000000073,51b90b9c4983c00e000000a8,ACA9A71615B0D15B876EC79337303114,FALSE,FALSE,FALSE,4,4,3,FALSE,TRUE,TRUE,TRUE,13/06/2013 00:00,FALSE,1,0.5892857142857143,4.25,0,4.5,3.9375,4,0,5.5,4,4,0,4.5,0.9178376187880837,NA,51b8e2c34983c00e00000091,0.10573849578698476,0.20436400175094604,"The first error says that it can't find that file on your desktop. Is the capitalization exactly correct in the filename? Or maybe R doesn't like how you have an accent in your name...If you have SPSS, you will likely get the same answers as R.",0,144,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,{51b8e2c34983c00e00000091=0.10573849578698476},first opinion is not the first comment,0,1,51b8e2c34983c00e00000091,1,8,0,0,0,0,0,0,1,1,1
51b8d1b54983c01000000073,51b90b0b4983c01000000098,ACA9A71615B0D15B876EC79337303114,FALSE,FALSE,FALSE,4,4.5,5,FALSE,TRUE,FALSE,TRUE,12/06/2013 23:58,FALSE,1,0.5892857142857143,4.25,0,4.5,3.9375,4,0,5.5,4,4,0,4.5,0.9178376187880837,NA,51b8e2c34983c00e00000091,0.18193051715691883,0.20436400175094604,"The second error seems to be a problem with naming a variable 2''''. Is this your code?`2 <- data.frame(Var1 = NA)`If you use just about anything else, it should work.`v2 <- data.frame(Var1 = NA)`''''",0,144,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,{51b8e2c34983c00e00000091=0.18193051715691883},first opinion is not the first comment,0,1,51b8e2c34983c00e00000091,1,8,0,0,0,0,0,0,1,1,1
51b8d1b54983c01000000073,51b8e2c34983c00e00000091,D0957516577AD292511C115502F1DD01,FALSE,FALSE,FALSE,3.5,4,5.5,TRUE,TRUE,FALSE,TRUE,12/06/2013 21:06,FALSE,1,0.5892857142857143,4.25,0,4.5,3.9375,4,0,5.5,4,4,0,4.5,0.9178376187880837,0.15813094377517697,51b8e2c34983c00e00000091,1,0.20436400175094604,"Actually, using Deducer or R, I can't- either open (either .xlxs or .txt or .sav)[Untitled2 <- read.spss('C:/Users/Lénise/Desktop/Untitled2.sav',to.data.frame=TRUE)Error in read.spss(C:/Users/Lénise/Desktop/Untitled2.sav'''', to.data.frame = TRUE) :   unable to open file: 'No such file or directory']- nor creat a new data sheet...[> Error in 2 <- data.frame(Var1 = NA) :   invalid (do_set) left-hand side to assignment].Altough I do wanna learn (!), I don't know how to programm, neither do I understand help pages... I think I'll keep on working with SPSS (which I'm familiar to). Will SPSS answer all statistics questions as the R programm shall do? Sorry to bother with my lake of programming knowledge...Lenise.''''",0,144,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,{51b8e2c34983c00e00000091=1.0},first opinion is not the first comment,0,1,51b8e2c34983c00e00000091,1,8,0,0,0,0,0,0,1,1,1
51b8d1b54983c01000000073,51b8d6954983c0100000007a,3CC1D7C4DFDB45A6636246BFED375DA3,FALSE,TRUE,FALSE,4,4,1.5,FALSE,FALSE,TRUE,TRUE,12/06/2013 20:14,FALSE,1,0.5892857142857143,4.25,0,4.5,3.9375,4,0,5.5,4,4,0,4.5,0.9178376187880837,NA,51b8e2c34983c00e00000091,0.1406590441862742,0.20436400175094604,"I'm afraid you will have to install R 2.x on your computer for Deducer to run. The Deducer installation process is slightly finicky, but it is a really powerful and intuitive GUI, especially for those who have little experience with coding. If you have experience with R, I recommend that you attempt the exercises on R without Deducer!Raj",1,144,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,{51b8e2c34983c00e00000091=0.1406590441862742},first opinion is not the first comment,0,1,51b8e2c34983c00e00000091,1,8,0,0,0,0,0,0,1,1,1
51b8d1b54983c01000000073,51b8d1b54983c01000000073,A393066200AF07DF4CEBE31E59506A9D,FALSE,FALSE,FALSE,4,4,5.5,FALSE,TRUE,FALSE,TRUE,12/06/2013 19:53,FALSE,1,0.5892857142857143,4.25,0,4.5,3.9375,4,0,5.5,4,4,0,4.5,0.9178376187880837,NA,51b8e2c34983c00e00000091,0.1865663429101308,0.20436400175094604,"hi, I tried to follow the instructions provided with this course to install Deducer. I'm on Windows 7.  My first attempt was to download and run the installer, which proposed to install R 2.x on my system. As I already have R 3.01 and RStudio installed, I did not want to install R 2.x in place of or along side my working R setup. Therefore I cancelled this installation. I was able to use this command in R install.packages(c(JGR'''',''''Deducer'''',''''DeducerExtras''''))to install the R package, but I could not get Deducer to run from within R using these commands (either from RStudio or R's own GUI)library(JGR)JGR()Finally, I got JGR to run in a command box by making edits to jgrlaunch.batNot easy, but it seems to work. When I tried to open CSV files in what is now called the Data Table Editor, I found that all my data appeared in only two columns, an ID column generated by R and then all of my data appears on the 2nd column.  When I open the same file in Excel, all of my data is in separate columns, as it should be. At this point, I'm ready to give up on Deducer.  It's not working well for me at all, and it seems it would be easier to just use R. Has anyone else had better experience with Deducer ?thanks,''''",2,144,Medicine,Medicine/HRP258/Statistics_in_Medicine,CommentThread,FALSE,FALSE,{51b8e2c34983c00e00000091=0.1865663429101308},first opinion is not the first comment,0,1,51b8e2c34983c00e00000091,1,8,0,0,0,0,0,0,1,1,1
51bac23b9ce05b0a00000083,51bb3bcc5e980e0e00000021,5B6CA608604715506DFB403B2C29D45E,FALSE,FALSE,FALSE,6,4,1,FALSE,FALSE,FALSE,TRUE,14/06/2013 15:50,FALSE,3,0.6071428571428571,3.75,0,5,3.1666666666666665,2.5,0,6,4.583333333333333,4.25,0,6,0.8025627762182259,NA,51bac23b9ce05b0a00000083,0.41667424639066064,0.25338678576328133,Thank you Kristin !! That helps a lot !,0,165,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51bac23b9ce05b0a00000083=0.41667424639066064, 51bad8d59ce05b0a0000008b=0.33974366386731464, 51bae0769ce05b0a0000008d=0.33362462123235065}",more than one opinion / more than one opinion,0,1,51bac23b9ce05b0a00000083,1,6,0,0,0,0,0,0,1,1,1
51bac23b9ce05b0a00000083,51bb23485e980e0a0000000c,97D550330652B0336A86EDED2DD9712E,FALSE,FALSE,FALSE,5.5,4,1,FALSE,FALSE,FALSE,TRUE,14/06/2013 14:06,FALSE,3,0.6071428571428571,3.75,0,5,3.1666666666666665,2.5,0,6,4.583333333333333,4.25,0,6,0.8025627762182259,NA,51bac23b9ce05b0a00000083,0.3333403368790944,0.25338678576328133,Thank you Kristin.  That helps.,0,165,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51bac23b9ce05b0a00000083=0.3333403368790944, 51bad8d59ce05b0a0000008b=0.253191277384758, 51bae0769ce05b0a0000008d=0.2500171959400177}",more than one opinion / more than one opinion,0,1,51bac23b9ce05b0a00000083,1,6,0,0,0,0,0,0,1,1,1
51bac23b9ce05b0a00000083,51bb1a8d5e980e0a00000009,0FA78DE09E838CBB5DADAD13460046C7,FALSE,TRUE,FALSE,4.5,3,1.5,FALSE,FALSE,TRUE,TRUE,14/06/2013 13:28,FALSE,3,0.6071428571428571,3.75,0,5,3.1666666666666665,2.5,0,6,4.583333333333333,4.25,0,6,0.8025627762182259,NA,51bae0769ce05b0a0000008d,0.254219651222229,0.25338678576328133,"All the answers have a tolerance'''' built around them, so it should accept a range of answers including more precise answers. For example, if the answer we are looking for is 0.2, it may actually accept a range such as 0.1 to 0.3. So it should not matter exactly how you round or how many decimal places you enter. Hope that helps!''''",3,165,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51bac23b9ce05b0a00000083=0.2316952347755432, 51bad8d59ce05b0a0000008b=0.1828444053729375, 51bae0769ce05b0a0000008d=0.254219651222229}",more than one opinion / more than one opinion,0,1,51bac23b9ce05b0a00000083,1,6,0,0,0,0,0,0,1,1,1
51bac23b9ce05b0a00000083,51bae0769ce05b0a0000008d,97D550330652B0336A86EDED2DD9712E,FALSE,FALSE,FALSE,4,4.5,3.5,TRUE,FALSE,FALSE,TRUE,14/06/2013 09:20,FALSE,3,0.6071428571428571,3.75,0,5,3.1666666666666665,2.5,0,6,4.583333333333333,4.25,0,6,0.8025627762182259,0.25898523065778944,51bae0769ce05b0a0000008d,1,0.25338678576328133,I have the same exact numbers (obviously).  One gives x.0 and the other x.9.  I also have not checked my answers yet because I want to know what the convention for the course is and the videos are not consistent on this point.,0,165,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51bac23b9ce05b0a00000083=0.12553617854913074, 51bad8d59ce05b0a0000008b=0.06504595279693604, 51bae0769ce05b0a0000008d=1.0}",more than one opinion / more than one opinion,0,1,51bac23b9ce05b0a00000083,1,6,0,0,0,0,0,0,1,1,1
51bac23b9ce05b0a00000083,51bad8d59ce05b0a0000008b,5B6CA608604715506DFB403B2C29D45E,FALSE,FALSE,FALSE,4,5,6,TRUE,FALSE,TRUE,TRUE,14/06/2013 08:48,FALSE,3,0.6071428571428571,3.75,0,5,3.1666666666666665,2.5,0,6,4.583333333333333,4.25,0,6,0.8025627762182259,0.2431376404232449,51bad8d59ce05b0a0000008b,1,0.25338678576328133,"I'm facing the same problem as you, and although I'd like to get more information about the procedure we're supposed to follow, I think here you're supposed to use the rounded value to calculate the rate ratio.What makes me think of that is that you're supposed to round your answer to 1dp. Actually, the answer I find (if correct) if I calculate the ratio by keeping all decimals and then round to 1dp, my answer would be x.0 , which seems strange (as they would probably have wanted you to round to the nearest whole number then...). If I calculate with the rounded values I find x.9, which looks more coherent with the 1dp rounding-instruction.If anybody has a better idea, please tell, I've not dared to final check my answers to homework 2 yet !",1,165,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51bac23b9ce05b0a00000083=0.3032750686009725, 51bad8d59ce05b0a0000008b=1.0, 51bae0769ce05b0a0000008d=0.2468436360359192}",more than one opinion / more than one opinion,0,1,51bac23b9ce05b0a00000083,1,6,0,0,0,0,0,0,1,1,1
51bac23b9ce05b0a00000083,51bac23b9ce05b0a00000083,97D550330652B0336A86EDED2DD9712E,FALSE,FALSE,FALSE,3.5,5,6,TRUE,TRUE,FALSE,TRUE,14/06/2013 07:11,FALSE,3,0.6071428571428571,3.75,0,5,3.1666666666666665,2.5,0,6,4.583333333333333,4.25,0,6,0.8025627762182259,0.3017688141928779,51bac23b9ce05b0a00000083,1,0.25338678576328133,"I am trying to do question 3 in Homework 2 and have a question about rate ratios.  I teach math and in math we always teach students to save all rounding until the end.  If I compute the incidence rates (and keep all decimals in my calculator display) and then divide and only round at the end, I get a different answer (correct to 1 dp) than if I round each answer to 1 dp first and then divide.  I know which procedure (the first) is the most mathematically correct but I am not sure which procedure I am expected to follow in this course and the issue seems to be glossed over in the videos.  In Unit 2, Module 4 part 1, the video shows a calculation (at about 6:37) in which 7.3/1.7=4.2 but actually if you do 7.3/1.7, it is 4.29 (or 4.3 correct to 1 dp).  This has added to my confusion as to the procedure to follow in this course. It will make a difference as to the correctness of my homework.",3,165,Medicine,Medicine/HRP258/Statistics_in_Medicine,CommentThread,FALSE,FALSE,"{51bac23b9ce05b0a00000083=1.0, 51bad8d59ce05b0a0000008b=0.26199738681316376, 51bae0769ce05b0a0000008d=0.25599735975265503}",more than one opinion / more than one opinion,0,1,51bac23b9ce05b0a00000083,1,6,0,0,0,0,0,0,1,1,1
51c08a3222429c160000009d,51ca9875d8b1a81600000016,7767809200493E44CD635AE032F3CFB1,FALSE,FALSE,FALSE,4,5,5.5,FALSE,TRUE,FALSE,TRUE,26/06/2013 07:29,FALSE,3,0.5714285714285714,4,0,5,3.111111111111111,5.5,0,5.5,4.222222222222222,4,0,5.5,0.849606337439049,NA,51c08a3222429c160000009d,0.14735302329063416,0.13316566244319633,"madhud - How can you claim the data set 1,2,3,10,11,12 is left-skewed? Clearly it is not. It is perfectly symmetrical.Doc - What is a full'''' data set in your definition?''''",0,218,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51c08a3222429c160000009d=0.14735302329063416, 51c0ac7622429c12000000ba=0.014609158039093018, 51c0c62f7b03b30d00000001=0.08345221976439157}",more than one opinion / more than one opinion,0,3,51c08a3222429c160000009d,1,9,0,0,0,0,0,0,1,1,1
51c08a3222429c160000009d,51c0ced87b03b30d00000002,D3E946EF1EA1F704A9074CB5F1A68E8D,FALSE,TRUE,FALSE,5.5,4,1,FALSE,FALSE,FALSE,TRUE,18/06/2013 21:19,FALSE,3,0.5714285714285714,4,0,5,3.111111111111111,5.5,0,5.5,4.222222222222222,4,0,5.5,0.849606337439049,NA,51c08a3222429c160000009d,0.25390757620334625,0.13316566244319633,Great example... Thanks for sharing!,0,218,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51c08a3222429c160000009d=0.25390757620334625, 51c0ac7622429c12000000ba=0.2502472400665283, 51c0c62f7b03b30d00000001=0.166754941145579}",more than one opinion / more than one opinion,0,3,51c08a3222429c160000009d,1,9,0,0,0,0,0,0,1,1,1
51c08a3222429c160000009d,51c0c62f7b03b30d00000001,2113AA1184ACBFECC6D01C4488A4358A,FALSE,FALSE,FALSE,4.5,4,1.5,TRUE,FALSE,TRUE,TRUE,18/06/2013 20:42,FALSE,3,0.5714285714285714,4,0,5,3.111111111111111,5.5,0,5.5,4.222222222222222,4,0,5.5,0.849606337439049,0.08346178851745746,51c0c62f7b03b30d00000001,1,0.13316566244319633,Here's a good example I found.http://davidmlane.com/hyperstat/A<zipRedac>2403.html,1,218,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51c08a3222429c160000009d=0.09027697642644246, 51c0ac7622429c12000000ba=0.08374823133150736, 51c0c62f7b03b30d00000001=1.0}",more than one opinion / more than one opinion,0,3,51c08a3222429c160000009d,1,9,0,0,0,0,0,0,1,1,1
51c08a3222429c160000009d,51c0aee922429c16000000b8,D3E946EF1EA1F704A9074CB5F1A68E8D,FALSE,TRUE,FALSE,4,3.5,2.5,FALSE,FALSE,TRUE,TRUE,18/06/2013 19:03,FALSE,3,0.5714285714285714,4,0,5,3.111111111111111,5.5,0,5.5,4.222222222222222,4,0,5.5,0.849606337439049,NA,51c08a3222429c160000009d,0.14857903122901917,0.13316566244319633,"drArvind is correct... 1, 2, 3, 10, 11, 12 is perfectly symmetrical (with respect to the mean) even though the data set does have two subgroups.  Each subgroup is perfectly equidistant and mirror-imaged from the mean, so no skewness exists.",0,218,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51c08a3222429c160000009d=0.14857903122901917, 51c0ac7622429c12000000ba=0.017236262559890747, 51c0c62f7b03b30d00000001=0.0834519217411677}",more than one opinion / more than one opinion,0,3,51c08a3222429c160000009d,1,9,0,0,0,0,0,0,1,1,1
51c08a3222429c160000009d,51c0ac7622429c12000000ba,CD888B0E8268FF52289F91729083AE48,FALSE,FALSE,FALSE,4,4,5.5,TRUE,FALSE,FALSE,TRUE,18/06/2013 18:52,FALSE,3,0.5714285714285714,4,0,5,3.111111111111111,5.5,0,5.5,4.222222222222222,4,0,5.5,0.849606337439049,0.04627967366465815,51c0ac7622429c12000000ba,1,0.13316566244319633,The distribution in my example is not symmetric. It has two symmetrical subgroups but as a whole the data is left-skewed.,0,218,Medicine,Medicine/HRP258/Statistics_in_Medicine,Comment,FALSE,FALSE,"{51c08a3222429c160000009d=0.06703034043312073, 51c0ac7622429c12000000ba=1.0, 51c0c62f7b03b30d00000001=0.0834704985221227}",more than one opinion / more than one opinion,0,3,51c08a3222429c160000009d,1,9,0,0,0,0,0,0,1,1,1
